,origin,age,gender,education,job_title,coding_experience,salary,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7
4712,8900,30-34,Man,Some college/university study without earning a bachelor’s degree,Business Analyst,5-10 years,$0-999,,,,1,1,,
4713,8901,25-29,Man,Master’s degree,Machine Learning Engineer,3-5 years,$0-999,,"1",,,,,
4714,8903,40-44,Man,Master’s degree,Business Analyst,< 1 years,"30,000-39,999",1,,,,,,
4715,8904,22-24,Man,Master’s degree,Business Analyst,< 1 years,"200,000-249,999",1,"1",1,1,1,1,
4716,8905,40-44,Man,Doctoral degree,Data Scientist,3-5 years,"50,000-59,999",1,"1",1,1,1,,
4718,8908,22-24,Man,Master’s degree,Data Scientist,3-5 years,"40,000-49,999",,"1",1,1,,,
4720,8912,40-44,Man,Master’s degree,Research Scientist,20+ years,"200,000-249,999",1,"1",1,1,1,1,
4721,8913,40-44,Man,Master’s degree,Software Engineer,20+ years,"15,000-19,999",,"1",,,,,
4722,8914,25-29,Man,Master’s degree,Business Analyst,1-2 years,$0-999,,,,,,,None of these activities are an important part of my role at work
4724,8920,22-24,Man,Master’s degree,Data Analyst,I have never written code,"200,000-249,999",1,,,,,,
4725,8922,22-24,Man,Some college/university study without earning a bachelor’s degree,Data Scientist,3-5 years,"20,000-24,999",,,,,,,None of these activities are an important part of my role at work
4726,8924,50-54,Man,Master’s degree,Machine Learning Engineer,20+ years,"25,000-29,999",1,,,,,1,
4728,8927,25-29,Man,Master’s degree,Data Analyst,3-5 years,"100,000-124,999",1,"1",,,,,
4729,8928,50-54,Man,Bachelor’s degree,Data Scientist,1-2 years,"1,000-1,999",,,1,,1,,
4730,8929,35-39,Man,Doctoral degree,Research Scientist,10-20 years,"10,000-14,999",1,"1",1,,1,1,
4731,8932,25-29,Woman,Master’s degree,Data Analyst,3-5 years,"50,000-59,999",1,,,,,,
4732,8937,30-34,Woman,Doctoral degree,Machine Learning Engineer,5-10 years,"4,000-4,999",1,"1",1,,,1,
4733,8939,30-34,Man,Bachelor’s degree,Software Engineer,10-20 years,"40,000-49,999",,,,,,,None of these activities are an important part of my role at work
4734,8941,25-29,Woman,Master’s degree,Data Scientist,1-2 years,"30,000-39,999",,"1",,,1,,
4735,8945,18-21,Man,Bachelor’s degree,Machine Learning Engineer,1-2 years,"5,000-7,499",,,1,1,1,,
4736,8949,35-39,Man,Doctoral degree,Data Scientist,10-20 years,"60,000-69,999",1,,1,,,1,
4737,8950,25-29,Man,Bachelor’s degree,Data Analyst,1-2 years,"5,000-7,499",1,"1",,,,,
4738,8951,45-49,Woman,Doctoral degree,Research Scientist,10-20 years,$0-999,,,1,,1,1,
4739,8953,40-44,Man,Master’s degree,Business Analyst,20+ years,"125,000-149,999",1,"1",,,1,1,
4740,8958,22-24,Woman,Master’s degree,Data Scientist,I have never written code,$0-999,,,,,,,None of these activities are an important part of my role at work
4741,8960,35-39,Man,Bachelor’s degree,Business Analyst,10-20 years,"25,000-29,999",,"1",,,,,
4742,8961,22-24,Man,Bachelor’s degree,Data Analyst,3-5 years,"> $500,000",1,"1",,,,1,
4743,8962,45-49,Man,Bachelor’s degree,Software Engineer,10-20 years,"10,000-14,999",,,,,,,None of these activities are an important part of my role at work
4745,8968,45-49,Man,Doctoral degree,Research Scientist,20+ years,"40,000-49,999",,,,,,1,
4746,8969,22-24,Man,Bachelor’s degree,Data Scientist,1-2 years,"15,000-19,999",1,"1",1,,1,1,
4747,8971,22-24,Woman,Bachelor’s degree,Software Engineer,3-5 years,"10,000-14,999",,,,,,,
4748,8972,35-39,Man,Master’s degree,Data Analyst,5-10 years,"100,000-124,999",1,"1",1,1,1,,
4749,8973,30-34,Man,Doctoral degree,Research Scientist,3-5 years,$0-999,,,,,,,None of these activities are an important part of my role at work
4750,8974,18-21,Man,Bachelor’s degree,Business Analyst,I have never written code,$0-999,,,,,,1,
4751,8975,25-29,Man,Master’s degree,Data Scientist,3-5 years,"10,000-14,999",1,"1",,,,,
4752,8976,55-59,Man,Master’s degree,Software Engineer,20+ years,"80,000-89,999",1,,,,1,1,
4754,8978,25-29,Woman,Bachelor’s degree,Software Engineer,< 1 years,"3,000-3,999",,,,,,,None of these activities are an important part of my role at work
4755,8979,70+,Man,Master’s degree,Software Engineer,20+ years,"150,000-199,999",,,,,,,None of these activities are an important part of my role at work
4756,8981,40-44,Man,Master’s degree,Data Scientist,20+ years,"90,000-99,999",1,,,1,,1,
4757,8982,30-34,Man,Master’s degree,Data Analyst,5-10 years,"60,000-69,999",1,,,,,,
4758,8985,40-44,Woman,Master’s degree,Data Scientist,< 1 years,$0-999,1,,,,,,
4759,8987,40-44,Man,Master’s degree,Product/Project Manager,20+ years,"20,000-24,999",,,,,1,,
4760,8989,25-29,Man,Master’s degree,Data Scientist,3-5 years,"50,000-59,999",1,,1,1,1,,
4761,8990,45-49,Man,Master’s degree,Product/Project Manager,20+ years,"20,000-24,999",1,,1,,1,1,
4762,8991,30-34,Woman,Bachelor’s degree,Data Analyst,I have never written code,"10,000-14,999",1,,,,,,
4763,8992,40-44,Man,Master’s degree,Business Analyst,I have never written code,$0-999,1,"1",1,1,1,1,
4765,9004,22-24,Man,Master’s degree,Business Analyst,< 1 years,$0-999,1,"1",1,1,1,1,
4766,9005,30-34,Man,Doctoral degree,Machine Learning Engineer,10-20 years,"70,000-79,999",,,,,,1,
4768,9009,30-34,Man,Master’s degree,Data Scientist,3-5 years,"50,000-59,999",1,,1,,,,
4769,9010,35-39,Man,Master’s degree,Product/Project Manager,5-10 years,"125,000-149,999",,"1",,,,,
4770,9011,50-54,Man,Master’s degree,Software Engineer,20+ years,"60,000-69,999",,,,,,,None of these activities are an important part of my role at work
4771,9012,25-29,Man,Master’s degree,Software Engineer,5-10 years,"50,000-59,999",,,1,,,1,
4772,9013,35-39,Man,Doctoral degree,Software Engineer,20+ years,"150,000-199,999",1,"1",,,,,
4775,9019,45-49,Other,Master’s degree,Machine Learning Engineer,20+ years,$0-999,,,,1,,,
4777,9021,30-34,Man,Master’s degree,Business Analyst,1-2 years,"50,000-59,999",,,,1,,,
4778,9024,18-21,Man,Master’s degree,Data Analyst,1-2 years,"7,500-9,999",1,,,,,,
4779,9025,50-54,Man,Doctoral degree,Machine Learning Engineer,1-2 years,$0-999,,,,,,,
4780,9027,30-34,Man,Doctoral degree,Machine Learning Engineer,5-10 years,$0-999,,,,,,1,
4781,9028,22-24,Man,Bachelor’s degree,Data Analyst,3-5 years,"2,000-2,999",1,"1",,,,,
4783,9034,40-44,Man,Master’s degree,Data Scientist,10-20 years,"150,000-199,999",1,"1",1,1,1,1,
4784,9035,60-69,Man,Professional degree,DBA/Database Engineer,20+ years,"15,000-19,999",1,,,,,,
4785,9036,30-34,Man,Master’s degree,Software Engineer,5-10 years,"125,000-149,999",,,,,,,None of these activities are an important part of my role at work
4786,9038,30-34,Man,Master’s degree,Data Scientist,5-10 years,"20,000-24,999",1,,,,1,1,
4787,9039,25-29,Man,Bachelor’s degree,Business Analyst,5-10 years,"10,000-14,999",1,"1",1,1,1,,
4788,9041,25-29,Man,Professional degree,Product/Project Manager,1-2 years,$0-999,,,,,,,None of these activities are an important part of my role at work
4790,9044,22-24,Man,Doctoral degree,Statistician,1-2 years,"3,000-3,999",,,,,,,
4791,9045,35-39,Man,Master’s degree,Software Engineer,5-10 years,$0-999,1,"1",1,1,1,1,
4792,9046,25-29,Man,Bachelor’s degree,Data Scientist,5-10 years,$0-999,1,,,,,,
4793,9047,22-24,Man,Bachelor’s degree,Software Engineer,3-5 years,"80,000-89,999",,"1",,,,,
4794,9052,22-24,Man,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0-999,,,,,,,None of these activities are an important part of my role at work
4795,9053,25-29,Woman,Master’s degree,Data Engineer,3-5 years,"80,000-89,999",,"1",,,,,
4796,9055,30-34,Woman,Master’s degree,Business Analyst,< 1 years,"20,000-24,999",1,"1",1,1,1,1,
4798,9060,30-34,Man,Master’s degree,Software Engineer,3-5 years,"25,000-29,999",,,1,1,,,
4799,9062,30-34,Man,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,"7,500-9,999",,,,,,,None of these activities are an important part of my role at work
4800,9063,30-34,Man,Master’s degree,Data Scientist,5-10 years,"10,000-14,999",1,,1,,,,
4801,9069,25-29,Man,Master’s degree,Software Engineer,5-10 years,"20,000-24,999",1,"1",1,1,1,1,
4802,9070,55-59,Man,Master’s degree,Data Analyst,10-20 years,"50,000-59,999",1,,1,1,,,
4803,9071,25-29,Man,Master’s degree,Data Scientist,3-5 years,"10,000-14,999",,,,,1,,
4804,9075,45-49,Man,Master’s degree,Business Analyst,< 1 years,$0-999,1,"1",,,,,
4805,9076,45-49,Man,Master’s degree,Product/Project Manager,5-10 years,"100,000-124,999",,"1",1,1,,,
4806,9077,45-49,Man,Master’s degree,Data Scientist,1-2 years,"100,000-124,999",1,,1,,,,
4807,9080,30-34,Man,Bachelor’s degree,Product/Project Manager,I have never written code,"15,000-19,999",1,"1",,,,,
4808,9081,30-34,Man,Master’s degree,Product/Project Manager,< 1 years,"40,000-49,999",,,,,,,None of these activities are an important part of my role at work
4809,9082,22-24,Man,Bachelor’s degree,Software Engineer,3-5 years,$0-999,,,1,,,,
4810,9084,25-29,Woman,Master’s degree,Data Scientist,5-10 years,"25,000-29,999",,,,1,,1,
4811,9085,40-44,Man,Master’s degree,Data Scientist,3-5 years,"70,000-79,999",1,,,1,,,
4813,9088,40-44,Man,Master’s degree,Data Scientist,20+ years,"150,000-199,999",,,,,,1,
4814,9090,25-29,Other,Master’s degree,Research Scientist,1-2 years,$0-999,1,,1,,,,
4815,9092,25-29,Man,Master’s degree,Data Analyst,5-10 years,$0-999,,"1",,,,,
4817,9097,30-34,Woman,Doctoral degree,Research Scientist,5-10 years,"15,000-19,999",,,,,,,None of these activities are an important part of my role at work
4818,9102,25-29,Man,Bachelor’s degree,Data Analyst,5-10 years,"90,000-99,999",1,,1,1,1,,
4819,9103,30-34,Man,Master’s degree,Data Scientist,1-2 years,"5,000-7,499",1,,,,,,
4820,9104,25-29,Man,Master’s degree,Software Engineer,3-5 years,"5,000-7,499",1,"1",,1,,,
4821,9106,18-21,Other,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,1-2 years,$0-999,,"1",1,,,,
4822,9108,18-21,Man,Bachelor’s degree,Business Analyst,1-2 years,"15,000-19,999",1,,,,,,
4823,9109,45-49,Woman,Master’s degree,Data Analyst,20+ years,"15,000-19,999",1,"1",,,,1,
4824,9111,40-44,Man,Bachelor’s degree,Software Engineer,10-20 years,"15,000-19,999",,,,,,,None of these activities are an important part of my role at work
4826,9114,55-59,Man,Doctoral degree,Research Scientist,20+ years,"1,000-1,999",,,1,,,,
4827,9116,45-49,Man,Master’s degree,Data Scientist,1-2 years,$0-999,,,,,,,None of these activities are an important part of my role at work
4828,9117,45-49,Man,Bachelor’s degree,Business Analyst,20+ years,"40,000-49,999",,,,,,,None of these activities are an important part of my role at work
4829,9119,25-29,Man,Doctoral degree,Software Engineer,1-2 years,"70,000-79,999",,,,,,,None of these activities are an important part of my role at work
4830,9120,70+,Man,Master’s degree,Data Scientist,20+ years,"200,000-249,999",1,,,,1,,
4832,9125,25-29,Man,Bachelor’s degree,Data Engineer,1-2 years,$0-999,,,,,,,None of these activities are an important part of my role at work
4833,9126,30-34,Man,Master’s degree,Software Engineer,3-5 years,"2,000-2,999",,,,,,,None of these activities are an important part of my role at work
4834,9127,55-59,Man,Master’s degree,Product/Project Manager,20+ years,"250,000-299,999",1,,1,,,1,
4835,9129,22-24,Man,Bachelor’s degree,Data Analyst,I have never written code,"3,000-3,999",1,,,,,,
4836,9130,25-29,Man,Master’s degree,Business Analyst,1-2 years,"30,000-39,999",1,,,,,,
4837,9131,30-34,Man,Bachelor’s degree,Software Engineer,5-10 years,"150,000-199,999",,"1",,,,,
4840,9135,25-29,Woman,Doctoral degree,Research Scientist,5-10 years,"40,000-49,999",,,,,,1,
4842,9138,55-59,Man,Master’s degree,Business Analyst,< 1 years,"50,000-59,999",1,"1",,,,,
4843,9140,25-29,Man,Bachelor’s degree,Data Analyst,1-2 years,"3,000-3,999",1,"1",,,,,
4844,9141,35-39,Man,Master’s degree,Machine Learning Engineer,20+ years,"100,000-124,999",1,"1",1,1,1,,
4845,9147,25-29,Man,Master’s degree,Software Engineer,3-5 years,"20,000-24,999",1,"1",1,1,1,1,
4846,9150,60-69,Man,Master’s degree,Data Scientist,20+ years,"5,000-7,499",1,,,,,,
4847,9151,25-29,Man,Bachelor’s degree,Research Scientist,1-2 years,"30,000-39,999",1,"1",1,1,,1,
4848,9153,30-34,Man,Master’s degree,Business Analyst,I have never written code,"20,000-24,999",1,,,,,,
4850,9156,25-29,Woman,Master’s degree,Data Analyst,1-2 years,"1,000-1,999",1,,,1,,,
4851,9157,60-69,Man,Bachelor’s degree,Software Engineer,10-20 years,"90,000-99,999",,,,,,,None of these activities are an important part of my role at work
4852,9158,40-44,Man,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,$0-999,1,,1,,,1,
4853,9160,35-39,Man,Master’s degree,Data Analyst,10-20 years,"15,000-19,999",1,,,,,1,
4854,9161,35-39,Man,Bachelor’s degree,Software Engineer,5-10 years,"70,000-79,999",1,"1",1,1,,,
4855,9162,30-34,Man,Master’s degree,Data Engineer,1-2 years,$0-999,,,1,1,,,
4856,9163,25-29,Man,Bachelor’s degree,Data Scientist,5-10 years,$0-999,,,,,,,
4858,9169,25-29,Man,Master’s degree,Machine Learning Engineer,5-10 years,"30,000-39,999",1,"1",,1,,,
4859,9171,55-59,Man,Doctoral degree,Research Scientist,10-20 years,"3,000-3,999",,,,,,1,
4860,9174,40-44,Man,Master’s degree,Software Engineer,10-20 years,"60,000-69,999",,,,,,,None of these activities are an important part of my role at work
4861,9177,40-44,Man,Doctoral degree,Machine Learning Engineer,20+ years,"50,000-59,999",1,,1,,1,1,
4862,9178,22-24,Man,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,$0-999,1,,,,,,
4863,9179,25-29,Man,Master’s degree,Machine Learning Engineer,5-10 years,"125,000-149,999",,,,1,,,
4864,9181,35-39,Man,Master’s degree,Data Engineer,5-10 years,"150,000-199,999",1,"1",1,,1,,
4865,9182,55-59,Man,Doctoral degree,Data Scientist,1-2 years,"60,000-69,999",1,"1",1,,1,,
4866,9183,25-29,Man,Master’s degree,Statistician,< 1 years,$0-999,,,,,,,None of these activities are an important part of my role at work
4867,9184,45-49,Man,Master’s degree,Business Analyst,< 1 years,"10,000-14,999",,,,,,,None of these activities are an important part of my role at work
4868,9186,35-39,Man,Master’s degree,Business Analyst,1-2 years,"20,000-24,999",1,"1",1,,,,
4870,9191,35-39,Woman,Doctoral degree,Data Analyst,5-10 years,"20,000-24,999",,,,1,,,
4871,9192,22-24,Man,Master’s degree,Statistician,< 1 years,"3,000-3,999",1,,,,,1,
4872,9193,25-29,Man,Master’s degree,Machine Learning Engineer,3-5 years,"70,000-79,999",1,"1",1,1,1,,
4874,9195,30-34,Man,Doctoral degree,Machine Learning Engineer,3-5 years,$0-999,1,,,,,,
4877,9205,35-39,Man,Master’s degree,Product/Project Manager,3-5 years,"150,000-199,999",1,"1",1,1,1,,
4878,9206,22-24,Man,Master’s degree,Software Engineer,3-5 years,"4,000-4,999",,,,,,,None of these activities are an important part of my role at work
4879,9207,25-29,Man,Bachelor’s degree,Data Scientist,3-5 years,"40,000-49,999",1,"1",1,,,,
4880,9208,35-39,Man,Bachelor’s degree,Data Analyst,1-2 years,"7,500-9,999",1,,,,,1,
4881,9209,50-54,Man,Bachelor’s degree,Data Scientist,5-10 years,"250,000-299,999",1,"1",1,1,1,,
4882,9210,40-44,Man,Master’s degree,Data Scientist,10-20 years,"200,000-249,999",1,,1,,1,1,
4883,9211,30-34,Man,Doctoral degree,Data Scientist,3-5 years,"125,000-149,999",1,,1,1,,,
4885,9214,35-39,Other,Professional degree,Software Engineer,10-20 years,"100,000-124,999",1,"1",1,1,,,
4886,9218,30-34,Man,Bachelor’s degree,Software Engineer,5-10 years,$0-999,1,"1",,,,,
4888,9225,50-54,Man,Master’s degree,Data Analyst,20+ years,$0-999,1,"1",,,1,,
4889,9226,18-21,Woman,Some college/university study without earning a bachelor’s degree,Data Scientist,1-2 years,$0-999,,"1",,,,,
4890,9229,30-34,Man,Some college/university study without earning a bachelor’s degree,Business Analyst,< 1 years,"70,000-79,999",1,,,,,,
4891,9230,25-29,Man,Master’s degree,Data Analyst,I have never written code,"1,000-1,999",,,,,,,
4892,9232,35-39,Man,Master’s degree,Product/Project Manager,< 1 years,"15,000-19,999",,,,,1,,
4893,9238,40-44,Other,Master’s degree,Data Scientist,10-20 years,"150,000-199,999",1,,1,,,,
4894,9241,22-24,Man,Master’s degree,Data Scientist,5-10 years,$0-999,1,"1",1,,,,
4895,9245,30-34,Man,Master’s degree,Business Analyst,< 1 years,"2,000-2,999",1,,,,,,
4896,9246,60-69,Man,Doctoral degree,Software Engineer,20+ years,"60,000-69,999",1,,,,,,
4897,9247,18-21,Man,Bachelor’s degree,Data Scientist,3-5 years,"15,000-19,999",,"1",,,,,
4898,9249,45-49,Man,Master’s degree,Product/Project Manager,1-2 years,"10,000-14,999",1,,,,,,
4899,9251,45-49,Woman,Bachelor’s degree,Software Engineer,10-20 years,"60,000-69,999",1,,,,,,
4900,9253,30-34,Man,Master’s degree,Machine Learning Engineer,1-2 years,"30,000-39,999",1,"1",,1,1,,
4901,9254,30-34,Man,Bachelor’s degree,Data Scientist,5-10 years,"50,000-59,999",,,1,1,,,
4903,9258,35-39,Man,Bachelor’s degree,Software Engineer,5-10 years,"80,000-89,999",,,,,,,None of these activities are an important part of my role at work
4904,9259,30-34,Man,Master’s degree,Machine Learning Engineer,10-20 years,"4,000-4,999",1,,1,,1,1,
4905,9261,35-39,Man,Bachelor’s degree,Software Engineer,I have never written code,"50,000-59,999",1,,,,,,
4906,9263,22-24,Woman,Bachelor’s degree,Software Engineer,3-5 years,"5,000-7,499",1,"1",,,,,
4907,9264,35-39,Man,Doctoral degree,Data Scientist,10-20 years,"100,000-124,999",1,,1,,,1,
4908,9266,55-59,Man,Doctoral degree,Data Analyst,3-5 years,"50,000-59,999",1,,,,,,
4909,9267,35-39,Man,Master’s degree,Machine Learning Engineer,5-10 years,"30,000-39,999",1,"1",1,1,1,,
4910,9270,22-24,Man,Master’s degree,Statistician,< 1 years,"100,000-124,999",,,,,,,
4911,9272,30-34,Man,Master’s degree,Data Analyst,3-5 years,"3,000-3,999",1,,1,,,,
4913,9274,50-54,Man,Bachelor’s degree,Data Analyst,< 1 years,"20,000-24,999",1,"1",,,,,
4914,9275,25-29,Man,Master’s degree,Data Scientist,1-2 years,"30,000-39,999",1,,,1,1,,
4915,9276,30-34,Man,Doctoral degree,Statistician,3-5 years,"30,000-39,999",1,,,,1,,
4917,9279,45-49,Man,Doctoral degree,Data Analyst,20+ years,"25,000-29,999",1,,1,,1,,
4918,9280,35-39,Woman,Bachelor’s degree,Data Analyst,3-5 years,$0-999,1,"1",,,,,
4919,9283,22-24,Man,Bachelor’s degree,Software Engineer,< 1 years,"4,000-4,999",,,,,,,None of these activities are an important part of my role at work
4920,9284,25-29,Man,Master’s degree,Machine Learning Engineer,5-10 years,"30,000-39,999",,"1",1,1,1,1,
4921,9286,25-29,Man,Bachelor’s degree,Data Scientist,1-2 years,"15,000-19,999",1,,1,1,1,,
4922,9287,30-34,Man,Bachelor’s degree,Software Engineer,5-10 years,"30,000-39,999",,,,,,,None of these activities are an important part of my role at work
4923,9288,18-21,Man,Bachelor’s degree,Software Engineer,1-2 years,$0-999,,,,,,1,
4924,9289,30-34,Man,Bachelor’s degree,Data Scientist,5-10 years,"90,000-99,999",,,1,1,,,
4925,9290,35-39,Man,Master’s degree,Data Scientist,10-20 years,"125,000-149,999",1,"1",1,1,1,1,
4926,9293,22-24,Woman,Bachelor’s degree,Software Engineer,3-5 years,"5,000-7,499",,,,,,,None of these activities are an important part of my role at work
4927,9294,25-29,Man,Bachelor’s degree,Machine Learning Engineer,1-2 years,"2,000-2,999",,,1,,1,1,
4929,9298,25-29,Man,Master’s degree,Business Analyst,< 1 years,"10,000-14,999",,,1,,,1,
